act	scene	location	speaker	turn_number	turn_text
IV	VI	The country near Dover	Gloucester	43	The trick of that voice I do well remember. Is't not the King?
IV	VI	The country near Dover	Lear	44	"Ay, every inch a king! When I do stare, see how the subject quakes. I pardon that man's life. What was thy cause? Adultery? Thou shalt not die. Die for adultery? No. The wren goes to't, and the small gilded fly Does lecher in my sight. Let copulation thrive; for Gloucester's bastard son Was kinder to his father than my daughters Got 'tween the lawful sheets. To't, luxury, pell-mell! for I lack soldiers. Behold yond simp'ring dame, Whose face between her forks presageth snow, That minces virtue, and does shake the head To hear of pleasure's name. The fitchew nor the soiled horse goes to't With a more riotous appetite. Down from the waist they are Centaurs, Though women all above. But to the girdle do the gods inherit, Beneath is all the fiend's. There's hell, there's darkness, there's the sulphurous pit; burning, scalding, stench, consumption. Fie, fie, fie! pah, pah! Give me an ounce of civet, good apothecary, to sweeten my imagination. There's money for thee."
IV	VI	The country near Dover	Gloucester	45	"O, let me kiss that hand!"
IV	VI	The country near Dover	Lear	46	Let me wipe it first; it smells of mortality.
IV	VI	The country near Dover	Gloucester	47	O ruin'd piece of nature! This great world Shall so wear out to naught. Dost thou know me?
IV	VI	The country near Dover	Lear	48	"I remember thine eyes well enough. Dost thou squiny at me? No, do thy worst, blind Cupid! I'll not love. Read thou this challenge; mark but the penning of it."
IV	VI	The country near Dover	Gloucester	49	"Were all the letters suns, I could not see one."
IV	VI	The country near Dover	Edgar	50	"[aside] I would not take this from report. It is, And my heart breaks at it."
IV	VI	The country near Dover	Lear	51	Read.
IV	VI	The country near Dover	Gloucester	52	"What, with the case of eyes?"
IV	VI	The country near Dover	Lear	53	"O, ho, are you there with me? No eyes in your head, nor no money in your purse? Your eyes are in a heavy case, your purse in a light. Yet you see how this world goes."
IV	VI	The country near Dover	Gloucester	54	I see it feelingly.
IV	VI	The country near Dover	Lear	55	"What, art mad? A man may see how the world goes with no eyes. Look with thine ears. See how yond justice rails upon yond simple thief. Hark in thine ear. Change places and, handy-dandy, which is the justice, which is the thief? Thou hast seen a farmer's dog bark at a beggar?"
IV	VI	The country near Dover	Gloucester	56	"Ay, sir."
IV	VI	The country near Dover	Lear	57	"And the creature run from the cur? There thou mightst behold the great image of authority: a dog's obeyed in office. Thou rascal beadle, hold thy bloody hand! Why dost thou lash that whore? Strip thine own back. Thou hotly lusts to use her in that kind For which thou whip'st her. The usurer hangs the cozener. Through tatter'd clothes small vices do appear; Robes and furr'd gowns hide all. Plate sin with gold, And the strong lance of justice hurtless breaks; Arm it in rags, a pygmy's straw does pierce it. None does offend, none- I say none! I'll able 'em. Take that of me, my friend, who have the power To seal th' accuser's lips. Get thee glass eyes And, like a scurvy politician, seem To see the things thou dost not. Now, now, now, now! Pull off my boots. Harder, harder! So."
IV	VI	The country near Dover	Edgar	58	"O, matter and impertinency mix'd! Reason, in madness!"
IV	VI	The country near Dover	Lear	59	"If thou wilt weep my fortunes, take my eyes. I know thee well enough; thy name is Gloucester. Thou must be patient. We came crying hither; Thou know'st, the first time that we smell the air We wawl and cry. I will preach to thee. Mark."
IV	VI	The country near Dover	Gloucester	60	"Alack, alack the day!"
IV	VI	The country near Dover	Lear	61	"When we are born, we cry that we are come To this great stage of fools. This' a good block. It were a delicate stratagem to shoe A troop of horse with felt. I'll put't in proof, And when I have stol'n upon these sons-in-law, Then kill, kill, kill, kill, kill, kill!"
IV	VI	The country near Dover	STAGE	62	Enter a Gentleman [with Attendants].
IV	VI	The country near Dover	Gentleman	63	"O, here he is! Lay hand upon him.- Sir, Your most dear daughter-"
IV	VI	The country near Dover	Lear	64	"No rescue? What, a prisoner? I am even The natural fool of fortune. Use me well; You shall have ransom. Let me have a surgeon; I am cut to th' brains."
IV	VI	The country near Dover	Gentleman	65	You shall have anything.
IV	VI	The country near Dover	Lear	66	"No seconds? All myself? Why, this would make a man a man of salt, To use his eyes for garden waterpots, Ay, and laying autumn's dust."
IV	VI	The country near Dover	Gentleman	67	Good sir-
IV	VI	The country near Dover	Lear	68	"I will die bravely, like a smug bridegroom. What! I will be jovial. Come, come, I am a king; My masters, know you that?"
IV	VI	The country near Dover	Gentleman	69	"You are a royal one, and we obey you."
IV	VI	The country near Dover	Lear	70	"Then there's life in't. Nay, an you get it, you shall get it by running. Sa, sa, sa, sa!"
IV	VI	The country near Dover	STAGE	71	Exit running. [Attendants follow.]
IV	VI	The country near Dover	Gentleman	72	"A sight most pitiful in the meanest wretch, Past speaking of in a king! Thou hast one daughter Who redeems nature from the general curse Which twain have brought her to."
IV	VI	The country near Dover	Edgar	73	"Hail, gentle sir."
IV	VI	The country near Dover	Gentleman	74	"Sir, speed you. What's your will?"
IV	VI	The country near Dover	Edgar	75	"Do you hear aught, sir, of a battle toward?"
IV	VI	The country near Dover	Gentleman	76	Most sure and vulgar. Every one hears that Which can distinguish sound.
IV	VI	The country near Dover	Edgar	77	"But, by your favour, How near's the other army?"
IV	VI	The country near Dover	Gentleman	78	Near and on speedy foot. The main descry Stands on the hourly thought.
IV	VI	The country near Dover	Edgar	79	I thank you sir. That's all.
IV	VI	The country near Dover	Gentleman	80	"Though that the Queen on special cause is here, Her army is mov'd on."
IV	VI	The country near Dover	Edgar	81	"I thank you, sir"
IV	VI	The country near Dover	STAGE	82	Exit [Gentleman].
IV	VI	The country near Dover	Gloucester	83	"You ever-gentle gods, take my breath from me; Let not my worser spirit tempt me again To die before you please!"
IV	VI	The country near Dover	Edgar	84	"Well pray you, father."
IV	VI	The country near Dover	Gloucester	85	"Now, good sir, what are you?"
IV	VI	The country near Dover	Edgar	86	"A most poor man, made tame to fortune's blows, Who, by the art of known and feeling sorrows, Am pregnant to good pity. Give me your hand; I'll lead you to some biding."
IV	VI	The country near Dover	Gloucester	87	"Hearty thanks. The bounty and the benison of heaven To boot, and boot!"
IV	VI	The country near Dover	STAGE	88	Enter [Oswald the] Steward.
IV	VI	The country near Dover	Oswald	89	"A proclaim'd prize! Most happy! That eyeless head of thine was first fram'd flesh To raise my fortunes. Thou old unhappy traitor, Briefly thyself remember. The sword is out That must destroy thee."
IV	VI	The country near Dover	Gloucester	90	Now let thy friendly hand Put strength enough to't.
IV	VI	The country near Dover	STAGE	91	[Edgar interposes.]
IV	VI	The country near Dover	Oswald	92	"Wherefore, bold peasant, Dar'st thou support a publish'd traitor? Hence! Lest that th' infection of his fortune take Like hold on thee. Let go his arm."
IV	VI	The country near Dover	Edgar	93	"Chill not let go, zir, without vurther 'cagion."
IV	VI	The country near Dover	Oswald	94	"Let go, slave, or thou diest!"
IV	VI	The country near Dover	Edgar	95	"Good gentleman, go your gait, and let poor voke pass. An chud ha' bin zwagger'd out of my life, 'twould not ha' bin zo long as 'tis by a vortnight. Nay, come not near th' old man. Keep out, che vore ye, or Ise try whether your costard or my ballow be the harder. Chill be plain with you."
IV	VI	The country near Dover	Oswald	96	"Out, dunghill!"
IV	VI	The country near Dover	STAGE	97	They fight.
IV	VI	The country near Dover	Edgar	98	"Chill pick your teeth, zir. Come! No matter vor your foins."
IV	VI	The country near Dover	STAGE	99	[Oswald falls.]
IV	VI	The country near Dover	Oswald	100	"Slave, thou hast slain me. Villain, take my purse. If ever thou wilt thrive, bury my body, And give the letters which thou find'st about me To Edmund Earl of Gloucester. Seek him out Upon the British party. O, untimely death! Death!"
IV	VI	The country near Dover	STAGE	101	He dies.
IV	VI	The country near Dover	Edgar	102	"I know thee well. A serviceable villain, As duteous to the vices of thy mistress As badness would desire."
IV	VI	The country near Dover	Gloucester	103	"What, is he dead?"
IV	VI	The country near Dover	Edgar	104	"Sit you down, father; rest you. Let's see his pockets; these letters that he speaks of May be my friends. He's dead. I am only sorry He had no other deathsman. Let us see. Leave, gentle wax; and, manners, blame us not. To know our enemies' minds, we'ld rip their hearts; Their papers, is more lawful. [Reads the letter.] 'Let our reciprocal vows be rememb'red. You have many opportunities to cut him off. If your will want not, time and place will be fruitfully offer'd. There is nothing done, if he return the conqueror. Then am I the prisoner, and his bed my jail; from the loathed warmth whereof deliver me, and supply the place for your labour. Your (wife, so I would say) affectionate servant, Goneril.' O indistinguish'd space of woman's will! A plot upon her virtuous husband's life, And the exchange my brother! Here in the sands Thee I'll rake up, the post unsanctified Of murtherous lechers; and in the mature time With this ungracious paper strike the sight Of the death-practis'd Duke, For him 'tis well That of thy death and business I can tell."
IV	VI	The country near Dover	Gloucester	105	"The King is mad. How stiff is my vile sense, That I stand up, and have ingenious feeling Of my huge sorrows! Better I were distract. So should my thoughts be sever'd from my griefs, And woes by wrong imaginations lose The knowledge of themselves."
IV	VI	The country near Dover	STAGE	106	A drum afar off.
IV	VI	The country near Dover	Edgar	107	"Give me your hand. Far off methinks I hear the beaten drum. Come, father, I'll bestow you with a friend."
IV	VI	The country near Dover	STAGE	108	Exeunt.
IV	VII	A tent in the French camp	STAGE	1	"Enter Cordelia, Kent, Doctor, and Gentleman."
IV	VII	A tent in the French camp	Cordelia	2	"O thou good Kent, how shall I live and work To match thy goodness? My life will be too short And every measure fail me."
IV	VII	A tent in the French camp	Kent	3	"To be acknowledg'd, madam, is o'erpaid. All my reports go with the modest truth; Nor more nor clipp'd, but so."
IV	VII	A tent in the French camp	Cordelia	4	Be better suited. These weeds are memories of those worser hours. I prithee put them off.
IV	VII	A tent in the French camp	Kent	5	"Pardon, dear madam. Yet to be known shortens my made intent. My boon I make it that you know me not Till time and I think meet."
IV	VII	A tent in the French camp	Cordelia	6	"Then be't so, my good lord. [To the Doctor] How, does the King?"
IV	VII	A tent in the French camp	Doctor	7	"Madam, sleeps still."
IV	VII	A tent in the French camp	Cordelia	8	"O you kind gods, Cure this great breach in his abused nature! Th' untun'd and jarring senses, O, wind up Of this child-changed father!"
IV	VII	A tent in the French camp	Doctor	9	So please your Majesty That we may wake the King? He hath slept long.
IV	VII	A tent in the French camp	Cordelia	10	"Be govern'd by your knowledge, and proceed I' th' sway of your own will. Is he array'd?"
IV	VII	A tent in the French camp	STAGE	11	Enter Lear in a chair carried by Servants.
IV	VII	A tent in the French camp	Gentleman	12	"Ay, madam. In the heaviness of sleep We put fresh garments on him."
IV	VII	A tent in the French camp	Doctor	13	"Be by, good madam, when we do awake him. I doubt not of his temperance."
IV	VII	A tent in the French camp	Cordelia	14	Very well.
IV	VII	A tent in the French camp	STAGE	15	Music.
IV	VII	A tent in the French camp	Doctor	16	Please you draw near. Louder the music there!
IV	VII	A tent in the French camp	Cordelia	17	"O my dear father, restoration hang Thy medicine on my lips, and let this kiss Repair those violent harms that my two sisters Have in thy reverence made!"
IV	VII	A tent in the French camp	Kent	18	Kind and dear princess!
IV	VII	A tent in the French camp	Cordelia	19	"Had you not been their father, these white flakes Had challeng'd pity of them. Was this a face To be oppos'd against the warring winds? To stand against the deep dread-bolted thunder? In the most terrible and nimble stroke Of quick cross lightning? to watch- poor perdu!- With this thin helm? Mine enemy's dog, Though he had bit me, should have stood that night Against my fire; and wast thou fain, poor father, To hovel thee with swine and rogues forlorn, In short and musty straw? Alack, alack! 'Tis wonder that thy life and wits at once Had not concluded all.- He wakes. Speak to him."
IV	VII	A tent in the French camp	Doctor	20	"Madam, do you; 'tis fittest."
IV	VII	A tent in the French camp	Cordelia	21	How does my royal lord? How fares your Majesty?
IV	VII	A tent in the French camp	Lear	22	"You do me wrong to take me out o' th' grave. Thou art a soul in bliss; but I am bound Upon a wheel of fire, that mine own tears Do scald like molten lead."
IV	VII	A tent in the French camp	Cordelia	23	"Sir, do you know me?"
IV	VII	A tent in the French camp	Lear	24	"You are a spirit, I know. When did you die?"
IV	VII	A tent in the French camp	Cordelia	25	"Still, still, far wide!"
IV	VII	A tent in the French camp	Doctor	26	He's scarce awake. Let him alone awhile.
IV	VII	A tent in the French camp	Lear	27	"Where have I been? Where am I? Fair daylight, I am mightily abus'd. I should e'en die with pity, To see another thus. I know not what to say. I will not swear these are my hands. Let's see. I feel this pin prick. Would I were assur'd Of my condition!"
IV	VII	A tent in the French camp	Cordelia	28	"O, look upon me, sir, And hold your hands in benediction o'er me. No, sir, you must not kneel."
IV	VII	A tent in the French camp	Lear	29	"Pray, do not mock me. I am a very foolish fond old man, Fourscore and upward, not an hour more nor less; And, to deal plainly, I fear I am not in my perfect mind. Methinks I should know you, and know this man; Yet I am doubtful; for I am mainly ignorant What place this is; and all the skill I have Remembers not these garments; nor I know not Where I did lodge last night. Do not laugh at me; For (as I am a man) I think this lady To be my child Cordelia."
IV	VII	A tent in the French camp	Cordelia	30	And so I am! I am!
IV	VII	A tent in the French camp	Lear	31	"Be your tears wet? Yes, faith. I pray weep not. If you have poison for me, I will drink it. I know you do not love me; for your sisters Have, as I do remember, done me wrong. You have some cause, they have not."
IV	VII	A tent in the French camp	Cordelia	32	"No cause, no cause."
IV	VII	A tent in the French camp	Lear	33	Am I in France?
IV	VII	A tent in the French camp	Kent	34	"In your own kingdom, sir."
IV	VII	A tent in the French camp	Lear	35	Do not abuse me.
IV	VII	A tent in the French camp	Doctor	36	"Be comforted, good madam. The great rage You see is kill'd in him; and yet it is danger To make him even o'er the time he has lost. Desire him to go in. Trouble him no more Till further settling."
IV	VII	A tent in the French camp	Cordelia	37	Will't please your Highness walk?
IV	VII	A tent in the French camp	Lear	38	"You must bear with me. Pray you now, forget and forgive. I am old and foolish."
IV	VII	A tent in the French camp	STAGE	39	Exeunt. Manent Kent and Gentleman.
IV	VII	A tent in the French camp	Gentleman	40	"Holds it true, sir, that the Duke of Cornwall was so slain?"
IV	VII	A tent in the French camp	Kent	41	"Most certain, sir."
IV	VII	A tent in the French camp	Gentleman	42	Who is conductor of his people?
IV	VII	A tent in the French camp	Kent	43	"As 'tis said, the bastard son of Gloucester."
IV	VII	A tent in the French camp	Gentleman	44	"They say Edgar, his banish'd son, is with the Earl of Kent in Germany."
IV	VII	A tent in the French camp	Kent	45	Report is changeable. 'Tis time to look about; the powers of the kingdom approach apace.
IV	VII	A tent in the French camp	Gentleman	46	"The arbitrement is like to be bloody. Fare you well, sir."
IV	VII	A tent in the French camp	STAGE	47	[Exit.]
IV	VII	A tent in the French camp	Kent	48	"My point and period will be throughly wrought, Or well or ill, as this day's battle's fought."
IV	VII	A tent in the French camp	STAGE	49	Exit.
V	I	The British camp near Dover	STAGE	1	"Enter, with Drum and Colours, Edmund, Regan, Gentleman, and Soldiers."
V	I	The British camp near Dover	Edmund	2	"Know of the Duke if his last purpose hold, Or whether since he is advis'd by aught To change the course. He's full of alteration And self-reproving. Bring his constant pleasure."
V	I	The British camp near Dover	STAGE	3	[Exit an Officer.]
V	I	The British camp near Dover	Regan	4	Our sister's man is certainly miscarried.
V	I	The British camp near Dover	Edmund	5	"Tis to be doubted, madam."
V	I	The British camp near Dover	Regan	6	"Now, sweet lord, You know the goodness I intend upon you. Tell me- but truly- but then speak the truth- Do you not love my sister?"
V	I	The British camp near Dover	Edmund	7	In honour'd love.
V	I	The British camp near Dover	Regan	8	But have you never found my brother's way To the forfended place?
V	I	The British camp near Dover	Edmund	9	That thought abuses you.
V	I	The British camp near Dover	Regan	10	"I am doubtful that you have been conjunct And bosom'd with her, as far as we call hers."
V	I	The British camp near Dover	Edmund	11	"No, by mine honour, madam."
V	I	The British camp near Dover	Regan	12	"I never shall endure her. Dear my lord, Be not familiar with her."
V	I	The British camp near Dover	Edmund	13	Fear me not. She and the Duke her husband!
V	I	The British camp near Dover	STAGE	14	"Enter, with Drum and Colours, Albany, Goneril, Soldiers."
V	I	The British camp near Dover	Goneril	15	[aside] I had rather lose the battle than that sister Should loosen him and me.
V	I	The British camp near Dover	Albany	16	"Our very loving sister, well bemet. Sir, this I hear: the King is come to his daughter, With others whom the rigour of our state Forc'd to cry out. Where I could not be honest, I never yet was valiant. For this business, It toucheth us as France invades our land, Not bolds the King, with others whom, I fear, Most just and heavy causes make oppose."
V	I	The British camp near Dover	Edmund	17	"Sir, you speak nobly."
V	I	The British camp near Dover	Regan	18	Why is this reason'd?
V	I	The British camp near Dover	Goneril	19	Combine together 'gainst the enemy; For these domestic and particular broils Are not the question here.
V	I	The British camp near Dover	Albany	20	Let's then determine With th' ancient of war on our proceeding.
V	I	The British camp near Dover	Edmund	21	I shall attend you presently at your tent.
V	I	The British camp near Dover	Regan	22	"Sister, you'll go with us?"
V	I	The British camp near Dover	Goneril	23	No.
V	I	The British camp near Dover	Regan	24	'Tis most convenient. Pray you go with us.
V	I	The British camp near Dover	Goneril	25	"[aside] O, ho, I know the riddle.- I will go."
V	I	The British camp near Dover	STAGE	26	"[As they are going out,] enter Edgar [disguised]."
V	I	The British camp near Dover	Edgar	27	"If e'er your Grace had speech with man so poor, Hear me one word."
V	I	The British camp near Dover	Albany	28	I'll overtake you.- Speak.
V	I	The British camp near Dover	STAGE	29	Exeunt [all but Albany and Edgar].
V	I	The British camp near Dover	Edgar	30	"Before you fight the battle, ope this letter. If you have victory, let the trumpet sound For him that brought it. Wretched though I seem, I can produce a champion that will prove What is avouched there. If you miscarry, Your business of the world hath so an end, And machination ceases. Fortune love you!"
V	I	The British camp near Dover	Albany	31	Stay till I have read the letter.
V	I	The British camp near Dover	Edgar	32	"I was forbid it. When time shall serve, let but the herald cry, And I'll appear again."
V	I	The British camp near Dover	Albany	33	"Why, fare thee well. I will o'erlook thy paper."
V	I	The British camp near Dover	STAGE	34	Exit [Edgar].
V	I	The British camp near Dover	STAGE	35	Enter Edmund.
V	I	The British camp near Dover	Edmund	36	The enemy 's in view; draw up your powers. Here is the guess of their true strength and forces By diligent discovery; but your haste Is now urg'd on you.
V	I	The British camp near Dover	Albany	37	We will greet the time.
V	I	The British camp near Dover	STAGE	38	Exit.
V	I	The British camp near Dover	Edmund	39	"To both these sisters have I sworn my love; Each jealous of the other, as the stung Are of the adder. Which of them shall I take? Both? one? or neither? Neither can be enjoy'd, If both remain alive. To take the widow Exasperates, makes mad her sister Goneril; And hardly shall I carry out my side, Her husband being alive. Now then, we'll use His countenance for the battle, which being done, Let her who would be rid of him devise His speedy taking off. As for the mercy Which he intends to Lear and to Cordelia- The battle done, and they within our power, Shall never see his pardon; for my state Stands on me to defend, not to debate."
V	I	The British camp near Dover	STAGE	40	Exit.
V	II	A field between the two camps	STAGE	1	"Alarum within. Enter, with Drum and Colours, the Powers of France over the stage, Cordelia with her Father in her hand, and exeunt."
V	II	A field between the two camps	STAGE	2	Enter Edgar and Gloucester.
V	II	A field between the two camps	Edgar	3	"Here, father, take the shadow of this tree For your good host. Pray that the right may thrive. If ever I return to you again, I'll bring you comfort."
V	II	A field between the two camps	Gloucester	4	"Grace go with you, sir!"
V	II	A field between the two camps	STAGE	5	Exit [Edgar].
V	II	A field between the two camps	STAGE	6	Alarum and retreat within. Enter Edgar.
V	II	A field between the two camps	Edgar	7	"Away, old man! give me thy hand! away! King Lear hath lost, he and his daughter ta'en. Give me thy hand! come on!"
V	II	A field between the two camps	Gloucester	8	"No further, sir. A man may rot even here."
V	II	A field between the two camps	Edgar	9	"What, in ill thoughts again? Men must endure Their going hence, even as their coming hither; Ripeness is all. Come on."
V	II	A field between the two camps	Gloucester	10	And that's true too.
V	II	A field between the two camps	STAGE	11	Exeunt.
V	III	"The British camp, near Dover"	STAGE	1	"Enter, in conquest, with Drum and Colours, Edmund; Lear and Cordelia as prisoners; Soldiers, Captain."
V	III	"The British camp, near Dover"	Edmund	2	Some officers take them away. Good guard Until their greater pleasures first be known That are to censure them.
V	III	"The British camp, near Dover"	Cordelia	3	"We are not the first Who with best meaning have incurr'd the worst. For thee, oppressed king, am I cast down; Myself could else outfrown false Fortune's frown. Shall we not see these daughters and these sisters?"
V	III	"The British camp, near Dover"	Lear	4	"No, no, no, no! Come, let's away to prison. We two alone will sing like birds i' th' cage. When thou dost ask me blessing, I'll kneel down And ask of thee forgiveness. So we'll live, And pray, and sing, and tell old tales, and laugh At gilded butterflies, and hear poor rogues Talk of court news; and we'll talk with them too- Who loses and who wins; who's in, who's out- And take upon 's the mystery of things, As if we were God's spies; and we'll wear out, In a wall'd prison, packs and sects of great ones That ebb and flow by th' moon."
V	III	"The British camp, near Dover"	Edmund	5	Take them away.
V	III	"The British camp, near Dover"	Lear	6	"Upon such sacrifices, my Cordelia, The gods themselves throw incense. Have I caught thee? He that parts us shall bring a brand from heaven And fire us hence like foxes. Wipe thine eyes. The goodyears shall devour 'em, flesh and fell, Ere they shall make us weep! We'll see 'em starv'd first. Come."
V	III	"The British camp, near Dover"	STAGE	7	"Exeunt [Lear and Cordelia, guarded]."
V	III	"The British camp, near Dover"	Edmund	8	"Come hither, Captain; hark. Take thou this note [gives a paper]. Go follow them to prison. One step I have advanc'd thee. If thou dost As this instructs thee, thou dost make thy way To noble fortunes. Know thou this, that men Are as the time is. To be tender-minded Does not become a sword. Thy great employment Will not bear question. Either say thou'lt do't, Or thrive by other means."
V	III	"The British camp, near Dover"	Captain	9	"I'll do't, my lord."
V	III	"The British camp, near Dover"	Edmund	10	"About it! and write happy when th' hast done. Mark- I say, instantly; and carry it so As I have set it down."
V	III	"The British camp, near Dover"	Captain	11	"I cannot draw a cart, nor eat dried oats; If it be man's work, I'll do't."
V	III	"The British camp, near Dover"	STAGE	12	Exit.
V	III	"The British camp, near Dover"	STAGE	13	"Flourish. Enter Albany, Goneril, Regan, Soldiers."
V	III	"The British camp, near Dover"	Albany	14	"Sir, you have show'd to-day your valiant strain, And fortune led you well. You have the captives Who were the opposites of this day's strife. We do require them of you, so to use them As we shall find their merits and our safety May equally determine."
V	III	"The British camp, near Dover"	Edmund	15	"Sir, I thought it fit To send the old and miserable King To some retention and appointed guard; Whose age has charms in it, whose title more, To pluck the common bosom on his side And turn our impress'd lances in our eyes Which do command them. With him I sent the Queen, My reason all the same; and they are ready To-morrow, or at further space, t' appear Where you shall hold your session. At this time We sweat and bleed: the friend hath lost his friend; And the best quarrels, in the heat, are curs'd By those that feel their sharpness. The question of Cordelia and her father Requires a fitter place."
V	III	"The British camp, near Dover"	Albany	16	"Sir, by your patience, I hold you but a subject of this war, Not as a brother."
V	III	"The British camp, near Dover"	Regan	17	"That's as we list to grace him. Methinks our pleasure might have been demanded Ere you had spoke so far. He led our powers, Bore the commission of my place and person, The which immediacy may well stand up And call itself your brother."
V	III	"The British camp, near Dover"	Goneril	18	Not so hot! In his own grace he doth exalt himself More than in your addition.
V	III	"The British camp, near Dover"	Regan	19	"In my rights By me invested, he compeers the best."
V	III	"The British camp, near Dover"	Goneril	20	That were the most if he should husband you.
V	III	"The British camp, near Dover"	Regan	21	Jesters do oft prove prophets.
V	III	"The British camp, near Dover"	Goneril	22	"Holla, holla! That eye that told you so look'd but asquint."
V	III	"The British camp, near Dover"	Regan	23	"Lady, I am not well; else I should answer From a full-flowing stomach. General, Take thou my soldiers, prisoners, patrimony; Dispose of them, of me; the walls are thine. Witness the world that I create thee here My lord and master."
V	III	"The British camp, near Dover"	Goneril	24	Mean you to enjoy him?
V	III	"The British camp, near Dover"	Albany	25	The let-alone lies not in your good will.
V	III	"The British camp, near Dover"	Edmund	26	"Nor in thine, lord."
V	III	"The British camp, near Dover"	Albany	27	"Half-blooded fellow, yes."
V	III	"The British camp, near Dover"	Regan	28	"[to Edmund] Let the drum strike, and prove my title thine."
V	III	"The British camp, near Dover"	Albany	29	"Stay yet; hear reason. Edmund, I arrest thee On capital treason; and, in thine attaint, This gilded serpent [points to Goneril]. For your claim, fair sister, I bar it in the interest of my wife. 'Tis she is subcontracted to this lord, And I, her husband, contradict your banes. If you will marry, make your loves to me; My lady is bespoke."
V	III	"The British camp, near Dover"	Goneril	30	An interlude!
V	III	"The British camp, near Dover"	Albany	31	"Thou art arm'd, Gloucester. Let the trumpet sound. If none appear to prove upon thy person Thy heinous, manifest, and many treasons, There is my pledge [throws down a glove]! I'll prove it on thy heart, Ere I taste bread, thou art in nothing less Than I have here proclaim'd thee."
V	III	"The British camp, near Dover"	Regan	32	"Sick, O, sick!"
V	III	"The British camp, near Dover"	Goneril	33	"[aside] If not, I'll ne'er trust medicine."
V	III	"The British camp, near Dover"	Edmund	34	"There's my exchange [throws down a glove]. What in the world he is That names me traitor, villain-like he lies. Call by thy trumpet. He that dares approach, On him, on you, who not? I will maintain My truth and honour firmly."
V	III	"The British camp, near Dover"	Albany	35	"A herald, ho!"
V	III	"The British camp, near Dover"	Edmund	36	"A herald, ho, a herald!"
V	III	"The British camp, near Dover"	Albany	37	"Trust to thy single virtue; for thy soldiers, All levied in my name, have in my name Took their discharge."
V	III	"The British camp, near Dover"	Regan	38	My sickness grows upon me.
V	III	"The British camp, near Dover"	Albany	39	She is not well. Convey her to my tent.
V	III	"The British camp, near Dover"	STAGE	40	"[Exit Regan, led.]"
V	III	"The British camp, near Dover"	STAGE	41	Enter a Herald.
V	III	"The British camp, near Dover"	Albany	42	"Come hither, herald. Let the trumpet sound, And read out this."
V	III	"The British camp, near Dover"	Captain	43	"Sound, trumpet!"
V	III	"The British camp, near Dover"	STAGE	44	A trumpet sounds.
V	III	"The British camp, near Dover"	Herald	45	"(reads) 'If any man of quality or degree within the lists of the army will maintain upon Edmund, supposed Earl of Gloucester, that he is a manifold traitor, let him appear by the third sound of the trumpet. He is bold in his defence.'"
V	III	"The British camp, near Dover"	Edmund	46	Sound!
V	III	"The British camp, near Dover"	STAGE	47	First trumpet.
V	III	"The British camp, near Dover"	Herald	48	Again!
V	III	"The British camp, near Dover"	STAGE	49	Second trumpet.
V	III	"The British camp, near Dover"	Herald	50	Again!
V	III	"The British camp, near Dover"	STAGE	51	Third trumpet. Trumpet answers within.
V	III	"The British camp, near Dover"	STAGE	52	"Enter Edgar, armed, at the third sound, a Trumpet before him."
V	III	"The British camp, near Dover"	Albany	53	"Ask him his purposes, why he appears Upon this call o' th' trumpet."
V	III	"The British camp, near Dover"	Herald	54	"What are you? Your name, your quality? and why you answer This present summons?"
V	III	"The British camp, near Dover"	Edgar	55	Know my name is lost; By treason's tooth bare-gnawn and canker-bit. Yet am I noble as the adversary I come to cope.
V	III	"The British camp, near Dover"	Albany	56	Which is that adversary?
V	III	"The British camp, near Dover"	Edgar	57	What's he that speaks for Edmund Earl of Gloucester?
V	III	"The British camp, near Dover"	Edmund	58	Himself. What say'st thou to him?
V	III	"The British camp, near Dover"	Edgar	59	"Draw thy sword, That, if my speech offend a noble heart, Thy arm may do thee justice. Here is mine. Behold, it is the privilege of mine honours, My oath, and my profession. I protest- Maugre thy strength, youth, place, and eminence, Despite thy victor sword and fire-new fortune, Thy valour and thy heart- thou art a traitor; False to thy gods, thy brother, and thy father; Conspirant 'gainst this high illustrious prince; And from th' extremest upward of thy head To the descent and dust beneath thy foot, A most toad-spotted traitor. Say thou 'no,' This sword, this arm, and my best spirits are bent To prove upon thy heart, whereto I speak, Thou liest."
V	III	"The British camp, near Dover"	Edmund	60	"In wisdom I should ask thy name; But since thy outside looks so fair and warlike, And that thy tongue some say of breeding breathes, What safe and nicely I might well delay By rule of knighthood, I disdain and spurn. Back do I toss those treasons to thy head; With the hell-hated lie o'erwhelm thy heart; Which- for they yet glance by and scarcely bruise- This sword of mine shall give them instant way Where they shall rest for ever. Trumpets, speak!"
V	III	"The British camp, near Dover"	STAGE	61	Alarums. Fight. [Edmund falls.]
V	III	"The British camp, near Dover"	Albany	62	"Save him, save him!"
V	III	"The British camp, near Dover"	Goneril	63	"This is mere practice, Gloucester. By th' law of arms thou wast not bound to answer An unknown opposite. Thou art not vanquish'd, But cozen'd and beguil'd."
V	III	"The British camp, near Dover"	Albany	64	"Shut your mouth, dame, Or with this paper shall I stop it. [Shows her her letter to Edmund.]- [To Edmund]. Hold, sir. [To Goneril] Thou worse than any name, read thine own evil. No tearing, lady! I perceive you know it."
V	III	"The British camp, near Dover"	Goneril	65	"Say if I do- the laws are mine, not thine. Who can arraign me for't?"
V	III	"The British camp, near Dover"	Albany	66	Most monstrous! Know'st thou this paper?
